internalTaxonId,orderName,familyName,genusName,speciesName,scientificName,redlistCategory,yearPublished,populationTrend,CITES,CoP19_new,CITES_CoP19_both
41829,CARCHARHINIFORMES,TRIAKIDAE,Iago,garricki,Iago garricki,Least Concern,2016,Unknown,,,
161501,CARCHARHINIFORMES,TRIAKIDAE,Iago,omanensis,Iago omanensis,Least Concern,2021,Stable,,,
161451,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,albipinnis,Mustelus albipinnis,Least Concern,2020,Stable,,,
39355,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,antarcticus,Mustelus antarcticus,Least Concern,2016,Stable,,,
39357,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,asterias,Mustelus asterias,Near Threatened,2021,Decreasing,,,
161334,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,californicus,Mustelus californicus,Least Concern,2015,Unknown,,,
39359,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,canis,Mustelus canis,Near Threatened,2021,Decreasing,,,
44580,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,dorsalis,Mustelus dorsalis,Vulnerable,2020,Decreasing,,,
44581,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,fasciatus,Mustelus fasciatus,Critically Endangered,2020,Decreasing,,,
161715,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,griseus,Mustelus griseus,Endangered,2020,Decreasing,,,
161648,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,henlei,Mustelus henlei,Least Concern,2016,Unknown,,,
60204,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,higmani,Mustelus higmani,Endangered,2020,Decreasing,,,
39356,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,lenticulatus,Mustelus lenticulatus,Least Concern,2018,Stable,,,
161640,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,lunulatus,Mustelus lunulatus,Least Concern,2016,Unknown,,,
161633,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,manazo,Mustelus manazo,Endangered,2020,Decreasing,,,
63128,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,mento,Mustelus mento,Critically Endangered,2021,Decreasing,,,
60205,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,minicanis,Mustelus minicanis,Endangered,2020,Decreasing,,,
161480,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,mosis,Mustelus mosis,Near Threatened,2019,Decreasing,,,
39358,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,mustelus,Mustelus mustelus,Endangered,2021,Decreasing,,,
161518,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,norrisi,Mustelus norrisi,Near Threatened,2021,,,,
60247,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,palumbes,Mustelus palumbes,Least Concern,2020,Stable,,,
161485,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,punctulatus,Mustelus punctulatus,Vulnerable,2021,Decreasing,,,
63165,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,ravidus,Mustelus ravidus,Least Concern,2019,Stable,,,
60203,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,schmitti,Mustelus schmitti,Critically Endangered,2020,Decreasing,,,
60206,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,sinusmexicanus,Mustelus sinusmexicanus,Least Concern,2021,Increasing,,,
42716,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,stevensi,Mustelus stevensi,Least Concern,2019,Stable,,,
195426,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,walkeri,Mustelus walkeri,Data Deficient,2016,Unknown,,,
63129,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,whitneyi,Mustelus whitneyi,Critically Endangered,2020,Decreasing,,,
161571,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,widodoi,Mustelus widodoi,Vulnerable,2021,Decreasing,,,
39360,CARCHARHINIFORMES,TRIAKIDAE,Scylliogaleus,quecketti,Scylliogaleus quecketti,Vulnerable,2019,Decreasing,,,
39361,CARCHARHINIFORMES,TRIAKIDAE,Triakis,acutipinna,Triakis acutipinna,Endangered,2021,Decreasing,,,
63130,CARCHARHINIFORMES,TRIAKIDAE,Triakis,maculata,Triakis maculata,Critically Endangered,2020,Decreasing,,,
39362,CARCHARHINIFORMES,TRIAKIDAE,Triakis,megalopterus,Triakis megalopterus,Least Concern,2020,Stable,,,
161395,CARCHARHINIFORMES,TRIAKIDAE,Triakis,scyllium,Triakis scyllium,Endangered,2021,Decreasing,,,
39363,CARCHARHINIFORMES,TRIAKIDAE,Triakis,semifasciata,Triakis semifasciata,Least Concern,2015,Unknown,,,
